Timestamp,	Gyro_x,	Gyro_y,	Gyro_z,	Acc_x,	Acc_y,	Acc_z,	Orie_x,	Orie_y,	Orie_z,	Orie_w,	Temp_C
15:30:46.46,	0.032,	-0.029,	-0.124,	-0.470,	-0.180,	-0.540,	0.013,	0.055,	0.150,	-0.987,	7.00
15:30:46.50,	0.053,	-0.026,	-0.129,	-0.450,	-0.180,	-0.640,	0.012,	0.055,	0.147,	-0.988,	7.00
15:30:46.55,	0.069,	-0.018,	-0.133,	-0.430,	-0.240,	-0.680,	0.011,	0.054,	0.145,	-0.988,	7.00
15:30:46.59,	0.043,	-0.008,	-0.128,	-0.430,	-0.270,	-0.780,	0.010,	0.052,	0.143,	-0.988,	7.00
15:30:46.64,	0.026,	-0.007,	-0.119,	-0.390,	-0.240,	-0.850,	0.010,	0.051,	0.139,	-0.989,	7.00
15:30:46.68,	0.032,	-0.017,	-0.121,	-0.390,	-0.210,	-0.910,	0.009,	0.051,	0.137,	-0.989,	7.00
15:30:46.73,	0.053,	-0.022,	-0.127,	-0.400,	-0.260,	-0.980,	0.009,	0.050,	0.134,	-0.990,	7.00
15:30:46.78,	0.050,	-0.008,	-0.128,	-0.370,	-0.260,	-1.020,	0.008,	0.049,	0.131,	-0.990,	7.00
15:30:46.82,	0.030,	0.003,	-0.119,	-0.350,	-0.270,	-1.060,	0.008,	0.048,	0.129,	-0.990,	7.00
15:30:46.87,	0.026,	0.012,	-0.116,	-0.340,	-0.230,	-1.120,	0.008,	0.047,	0.127,	-0.991,	7.00
15:30:46.92,	0.051,	0.007,	-0.122,	-0.320,	-0.260,	-1.160,	0.008,	0.046,	0.124,	-0.991,	7.00
15:30:46.96,	0.057,	-0.004,	-0.122,	-0.320,	-0.270,	-1.220,	0.007,	0.046,	0.121,	-0.992,	7.00
15:30:47.01,	0.024,	-0.006,	-0.113,	-0.320,	-0.300,	-1.290,	0.007,	0.045,	0.123,	-0.991,	7.00
15:30:47.06,	0.004,	-0.010,	-0.108,	-0.300,	-0.220,	-1.320,	0.008,	0.044,	0.120,	-0.992,	7.00
15:30:47.10,	0.030,	-0.007,	-0.114,	-0.290,	-0.220,	-1.380,	0.008,	0.044,	0.117,	-0.992,	7.00
15:30:47.15,	0.067,	0.001,	-0.121,	-0.270,	-0.240,	-1.370,	0.007,	0.043,	0.115,	-0.992,	7.00
15:30:47.20,	0.050,	0.002,	-0.116,	-0.270,	-0.290,	-1.360,	0.006,	0.042,	0.113,	-0.993,	7.00
15:30:47.25,	0.010,	0.001,	-0.107,	-0.260,	-0.260,	-1.390,	0.007,	0.042,	0.112,	-0.993,	7.00
15:30:47.29,	0.010,	-0.003,	-0.102,	-0.240,	-0.200,	-1.360,	0.007,	0.041,	0.109,	-0.993,	7.00
15:30:47.34,	0.056,	-0.009,	-0.113,	-0.230,	-0.210,	-1.370,	0.006,	0.041,	0.106,	-0.994,	7.00
15:30:47.39,	0.056,	-0.012,	-0.113,	-0.230,	-0.290,	-1.370,	0.006,	0.041,	0.104,	-0.994,	7.00
15:30:47.43,	0.028,	-0.013,	-0.107,	-0.230,	-0.270,	-1.430,	0.006,	0.041,	0.101,	-0.994,	7.00
15:30:47.48,	0.020,	-0.010,	-0.103,	-0.220,	-0.250,	-1.450,	0.006,	0.040,	0.099,	-0.994,	7.00
15:30:47.52,	0.042,	-0.008,	-0.109,	-0.230,	-0.250,	-1.430,	0.006,	0.040,	0.097,	-0.994,	7.00
15:30:47.57,	0.066,	-0.008,	-0.112,	-0.210,	-0.280,	-1.440,	0.005,	0.040,	0.096,	-0.995,	7.00
15:30:47.62,	0.051,	-0.008,	-0.108,	-0.200,	-0.300,	-1.390,	0.005,	0.039,	0.094,	-0.995,	7.00
15:30:47.66,	0.028,	-0.011,	-0.101,	-0.200,	-0.290,	-1.390,	0.005,	0.039,	0.096,	-0.995,	7.00
15:30:47.71,	0.034,	-0.011,	-0.102,	-0.190,	-0.240,	-1.370,	0.005,	0.039,	0.095,	-0.995,	7.00
15:30:47.76,	0.057,	-0.018,	-0.108,	-0.210,	-0.270,	-1.400,	0.004,	0.039,	0.093,	-0.995,	7.00
15:30:47.81,	0.058,	-0.016,	-0.106,	-0.210,	-0.300,	-1.420,	0.004,	0.039,	0.091,	-0.995,	7.00
15:30:47.85,	0.042,	-0.004,	-0.101,	-0.220,	-0.310,	-1.440,	0.003,	0.039,	0.089,	-0.995,	7.00
15:30:47.90,	0.043,	-0.001,	-0.100,	-0.200,	-0.280,	-1.490,	0.003,	0.039,	0.087,	-0.995,	7.00
15:30:47.94,	0.053,	-0.006,	-0.106,	-0.180,	-0.300,	-1.460,	0.003,	0.039,	0.085,	-0.996,	7.00
15:30:47.99,	0.061,	-0.011,	-0.102,	-0.190,	-0.330,	-1.440,	0.002,	0.039,	0.084,	-0.996,	7.00
15:30:48.04,	0.054,	-0.011,	-0.098,	-0.200,	-0.320,	-1.390,	0.002,	0.038,	0.083,	-0.996,	7.00
15:30:48.08,	0.044,	-0.004,	-0.097,	-0.180,	-0.330,	-1.360,	0.002,	0.038,	0.082,	-0.996,	7.00
15:30:48.13,	0.049,	-0.001,	-0.098,	-0.160,	-0.300,	-1.350,	0.002,	0.038,	0.081,	-0.996,	7.00
15:30:48.18,	0.068,	0.000,	-0.103,	-0.160,	-0.320,	-1.300,	0.001,	0.038,	0.078,	-0.996,	7.00
15:30:48.22,	0.073,	0.006,	-0.101,	-0.140,	-0.350,	-1.280,	0.000,	0.038,	0.077,	-0.996,	7.00
15:30:48.27,	0.064,	0.010,	-0.100,	-0.160,	-0.380,	-1.240,	0.000,	0.038,	0.079,	-0.996,	7.00
15:30:48.32,	0.051,	0.010,	-0.098,	-0.150,	-0.350,	-1.140,	0.000,	0.037,	0.078,	-0.996,	7.00
15:30:48.36,	0.056,	0.018,	-0.096,	-0.110,	-0.330,	-1.060,	-0.000,	0.037,	0.076,	-0.996,	7.00
15:30:48.41,	0.072,	0.022,	-0.101,	-0.070,	-0.370,	-0.970,	-0.001,	0.036,	0.076,	-0.996,	7.00
15:30:48.45,	0.076,	0.023,	-0.103,	-0.070,	-0.400,	-0.890,	-0.002,	0.036,	0.077,	-0.996,	7.00
15:30:48.50,	0.062,	0.027,	-0.098,	-0.030,	-0.390,	-0.820,	-0.002,	0.035,	0.076,	-0.996,	7.00
15:30:48.55,	0.064,	0.032,	-0.097,	-0.040,	-0.360,	-0.770,	-0.002,	0.034,	0.076,	-0.996,	7.00
15:30:48.59,	0.086,	0.042,	-0.102,	-0.010,	-0.410,	-0.700,	-0.003,	0.034,	0.075,	-0.997,	7.00
15:30:48.64,	0.081,	0.049,	-0.102,	0.010,	-0.440,	-0.620,	-0.004,	0.033,	0.076,	-0.997,	7.00
15:30:48.68,	0.059,	0.052,	-0.093,	0.040,	-0.430,	-0.580,	-0.004,	0.032,	0.076,	-0.997,	7.00
15:30:48.73,	0.058,	0.053,	-0.092,	0.050,	-0.420,	-0.510,	-0.004,	0.031,	0.075,	-0.997,	7.00
15:30:48.77,	0.077,	0.059,	-0.097,	0.090,	-0.430,	-0.460,	-0.005,	0.030,	0.075,	-0.997,	7.00
15:30:48.82,	0.074,	0.062,	-0.096,	0.120,	-0.450,	-0.420,	-0.005,	0.029,	0.075,	-0.997,	7.00
15:30:48.87,	0.054,	0.069,	-0.090,	0.140,	-0.430,	-0.410,	-0.005,	0.028,	0.075,	-0.997,	7.00
15:30:48.92,	0.059,	0.080,	-0.088,	0.150,	-0.420,	-0.390,	-0.005,	0.027,	0.077,	-0.997,	7.00
15:30:48.96,	0.061,	0.081,	-0.090,	0.170,	-0.410,	-0.410,	-0.004,	0.026,	0.078,	-0.997,	7.00
15:30:49.01,	0.050,	0.081,	-0.088,	0.200,	-0.410,	-0.410,	-0.004,	0.025,	0.079,	-0.997,	7.00
15:30:49.05,	0.041,	0.084,	-0.083,	0.220,	-0.390,	-0.390,	-0.003,	0.024,	0.081,	-0.996,	7.00
15:30:49.10,	0.046,	0.082,	-0.083,	0.230,	-0.380,	-0.400,	-0.003,	0.023,	0.081,	-0.996,	7.00
15:30:49.15,	0.046,	0.083,	-0.082,	0.260,	-0.380,	-0.380,	-0.003,	0.022,	0.081,	-0.996,	7.00
15:30:49.19,	0.044,	0.082,	-0.079,	0.240,	-0.380,	-0.370,	-0.002,	0.022,	0.082,	-0.996,	7.00
15:30:49.24,	0.044,	0.086,	-0.077,	0.250,	-0.380,	-0.370,	-0.002,	0.021,	0.084,	-0.996,	7.00
15:30:49.29,	0.046,	0.093,	-0.076,	0.270,	-0.350,	-0.380,	-0.001,	0.020,	0.085,	-0.996,	7.00
15:30:49.33,	0.036,	0.097,	-0.076,	0.310,	-0.330,	-0.340,	-0.001,	0.019,	0.086,	-0.996,	7.00
15:30:49.38,	0.033,	0.097,	-0.074,	0.330,	-0.340,	-0.340,	0.000,	0.018,	0.087,	-0.996,	7.00
15:30:49.43,	0.034,	0.082,	-0.072,	0.340,	-0.310,	-0.320,	0.001,	0.018,	0.089,	-0.996,	7.00
15:30:49.48,	0.031,	0.072,	-0.071,	0.340,	-0.300,	-0.310,	0.001,	0.018,	0.091,	-0.996,	7.00
15:30:49.52,	0.034,	0.080,	-0.072,	0.320,	-0.290,	-0.290,	0.002,	0.018,	0.093,	-0.996,	7.00
15:30:49.57,	0.042,	0.088,	-0.071,	0.350,	-0.280,	-0.270,	0.002,	0.017,	0.094,	-0.995,	7.00
15:30:49.62,	0.041,	0.097,	-0.070,	0.360,	-0.290,	-0.270,	0.002,	0.017,	0.096,	-0.995,	7.00
15:30:49.70,	0.037,	0.081,	-0.067,	0.380,	-0.270,	-0.220,	0.003,	0.016,	0.099,	-0.995,	7.00
15:30:49.74,	0.043,	0.071,	-0.068,	0.370,	-0.260,	-0.200,	0.003,	0.016,	0.101,	-0.995,	7.00
15:30:49.79,	0.046,	0.068,	-0.068,	0.400,	-0.250,	-0.150,	0.003,	0.016,	0.102,	-0.995,	7.00
15:30:49.83,	0.040,	0.068,	-0.064,	0.380,	-0.250,	-0.140,	0.004,	0.017,	0.105,	-0.994,	7.00
15:30:49.89,	0.052,	0.073,	-0.067,	0.360,	-0.260,	-0.120,	0.004,	0.017,	0.107,	-0.994,	7.00
15:30:49.93,	0.058,	0.078,	-0.069,	0.380,	-0.250,	-0.080,	0.003,	0.017,	0.110,	-0.994,	7.00
15:30:49.98,	0.058,	0.077,	-0.067,	0.400,	-0.270,	-0.090,	0.003,	0.017,	0.112,	-0.994,	7.00
15:30:50.02,	0.052,	0.073,	-0.064,	0.390,	-0.280,	-0.070,	0.003,	0.017,	0.115,	-0.993,	7.00
15:30:50.06,	0.056,	0.069,	-0.063,	0.390,	-0.260,	-0.080,	0.003,	0.017,	0.117,	-0.993,	7.00
15:30:50.11,	0.062,	0.060,	-0.063,	0.380,	-0.270,	0.000,	0.003,	0.017,	0.118,	-0.993,	7.00
15:30:50.15,	0.060,	0.054,	-0.063,	0.370,	-0.280,	-0.010,	0.003,	0.018,	0.119,	-0.993,	7.00
15:30:50.20,	0.063,	0.054,	-0.061,	0.360,	-0.300,	0.030,	0.003,	0.018,	0.120,	-0.993,	7.00
15:30:50.24,	0.069,	0.062,	-0.058,	0.380,	-0.270,	0.060,	0.002,	0.018,	0.122,	-0.992,	7.00
15:30:50.29,	0.069,	0.069,	-0.058,	0.390,	-0.300,	0.090,	0.002,	0.018,	0.123,	-0.992,	7.00
15:30:50.33,	0.063,	0.069,	-0.058,	0.390,	-0.290,	0.100,	0.002,	0.018,	0.124,	-0.992,	7.00
15:30:50.38,	0.061,	0.059,	-0.054,	0.370,	-0.320,	0.110,	0.002,	0.018,	0.125,	-0.992,	7.00
15:30:50.43,	0.063,	0.050,	-0.056,	0.370,	-0.330,	0.150,	0.002,	0.019,	0.126,	-0.992,	7.00
15:30:50.47,	0.060,	0.046,	-0.052,	0.370,	-0.310,	0.130,	0.002,	0.019,	0.127,	-0.992,	7.00
15:30:50.52,	0.063,	0.046,	-0.051,	0.340,	-0.300,	0.140,	0.002,	0.020,	0.128,	-0.992,	7.00
15:30:50.56,	0.063,	0.053,	-0.049,	0.350,	-0.320,	0.160,	0.002,	0.020,	0.134,	-0.991,	7.00
15:30:50.62,	0.061,	0.060,	-0.048,	0.350,	-0.330,	0.160,	0.002,	0.020,	0.138,	-0.990,	7.00
15:30:50.66,	0.057,	0.059,	-0.044,	0.340,	-0.320,	0.170,	0.002,	0.020,	0.141,	-0.990,	7.00
15:30:50.71,	0.052,	0.048,	-0.042,	0.350,	-0.320,	0.200,	0.002,	0.020,	0.146,	-0.989,	7.00
15:30:50.76,	0.047,	0.034,	-0.038,	0.360,	-0.320,	0.150,	0.002,	0.021,	0.149,	-0.989,	7.00
15:30:50.80,	0.044,	0.030,	-0.034,	0.340,	-0.310,	0.180,	0.002,	0.021,	0.151,	-0.988,	7.00
15:30:50.85,	0.046,	0.033,	-0.037,	0.320,	-0.300,	0.150,	0.003,	0.021,	0.153,	-0.988,	7.00
15:30:50.89,	0.048,	0.036,	-0.033,	0.300,	-0.300,	0.150,	0.003,	0.022,	0.156,	-0.987,	7.00
15:30:50.94,	0.046,	0.038,	-0.033,	0.310,	-0.300,	0.120,	0.003,	0.022,	0.161,	-0.987,	7.00
15:30:50.99,	0.036,	0.041,	-0.028,	0.300,	-0.300,	0.130,	0.003,	0.022,	0.162,	-0.987,	7.00
15:30:51.03,	0.036,	0.037,	-0.028,	0.300,	-0.300,	0.120,	0.004,	0.022,	0.163,	-0.986,	7.00
15:30:51.08,	0.033,	0.026,	-0.022,	0.290,	-0.300,	0.140,	0.004,	0.023,	0.166,	-0.986,	7.00
15:30:51.13,	0.028,	0.016,	-0.022,	0.260,	-0.290,	0.100,	0.004,	0.023,	0.169,	-0.985,	7.00
15:30:51.17,	0.027,	0.009,	-0.021,	0.260,	-0.270,	0.080,	0.005,	0.024,	0.172,	-0.985,	7.00
15:30:51.21,	0.034,	0.011,	-0.022,	0.240,	-0.280,	0.070,	0.005,	0.024,	0.175,	-0.984,	7.00
15:30:51.26,	0.032,	0.014,	-0.019,	0.240,	-0.300,	0.070,	0.005,	0.025,	0.177,	-0.984,	7.00
15:30:51.30,	0.029,	0.018,	-0.016,	0.240,	-0.280,	0.070,	0.006,	0.025,	0.180,	-0.983,	7.00
15:30:51.35,	0.024,	0.013,	-0.013,	0.240,	-0.270,	0.080,	0.006,	0.025,	0.181,	-0.983,	7.00
15:30:51.39,	0.020,	0.000,	-0.012,	0.190,	-0.260,	0.050,	0.006,	0.026,	0.184,	-0.983,	7.00
15:30:51.44,	0.024,	-0.007,	-0.009,	0.200,	-0.250,	0.060,	0.007,	0.026,	0.185,	-0.982,	7.00
15:30:51.49,	0.028,	-0.016,	-0.012,	0.190,	-0.260,	0.060,	0.007,	0.027,	0.186,	-0.982,	7.00
15:30:51.53,	0.032,	-0.018,	-0.010,	0.170,	-0.260,	0.020,	0.007,	0.028,	0.186,	-0.982,	7.00
15:30:51.58,	0.031,	-0.010,	-0.009,	0.150,	-0.240,	0.000,	0.007,	0.028,	0.187,	-0.982,	7.00
15:30:51.63,	0.034,	-0.008,	-0.008,	0.160,	-0.270,	0.000,	0.007,	0.029,	0.188,	-0.982,	7.00
15:30:51.68,	0.036,	-0.009,	-0.004,	0.150,	-0.260,	-0.040,	0.007,	0.029,	0.190,	-0.981,	7.00
15:30:51.72,	0.034,	-0.019,	-0.004,	0.120,	-0.260,	-0.060,	0.007,	0.030,	0.190,	-0.981,	7.00
15:30:51.77,	0.034,	-0.030,	-0.001,	0.120,	-0.270,	-0.100,	0.007,	0.030,	0.191,	-0.981,	7.00
15:30:51.81,	0.041,	-0.032,	-0.001,	0.060,	-0.290,	-0.140,	0.006,	0.031,	0.192,	-0.981,	7.00
15:30:51.86,	0.054,	-0.030,	-0.006,	0.070,	-0.290,	-0.170,	0.006,	0.032,	0.193,	-0.981,	7.00
15:30:51.91,	0.057,	-0.028,	-0.004,	0.050,	-0.300,	-0.200,	0.006,	0.033,	0.193,	-0.981,	7.00
15:30:51.95,	0.058,	-0.021,	0.000,	0.020,	-0.290,	-0.270,	0.005,	0.034,	0.195,	-0.980,	7.00
15:30:52.00,	0.064,	-0.021,	-0.001,	0.030,	-0.320,	-0.310,	0.005,	0.035,	0.195,	-0.980,	7.00
15:30:52.04,	0.070,	-0.027,	-0.002,	0.000,	-0.310,	-0.350,	0.005,	0.035,	0.195,	-0.980,	7.00
15:30:52.09,	0.070,	-0.034,	-0.001,	0.000,	-0.360,	-0.400,	0.004,	0.036,	0.194,	-0.980,	7.00
15:30:52.13,	0.073,	-0.042,	0.000,	-0.050,	-0.360,	-0.440,	0.004,	0.037,	0.194,	-0.980,	7.00
15:30:52.19,	0.089,	-0.041,	-0.006,	-0.060,	-0.380,	-0.500,	0.003,	0.038,	0.194,	-0.980,	7.00
15:30:52.23,	0.102,	-0.032,	-0.004,	-0.080,	-0.380,	-0.560,	0.002,	0.039,	0.194,	-0.980,	7.00
15:30:52.27,	0.106,	-0.021,	-0.003,	-0.110,	-0.410,	-0.620,	0.002,	0.039,	0.194,	-0.980,	7.00
15:30:52.32,	0.102,	-0.026,	0.000,	-0.090,	-0.400,	-0.660,	0.001,	0.040,	0.194,	-0.980,	7.00
15:30:52.37,	0.111,	-0.046,	0.000,	-0.100,	-0.420,	-0.740,	0.000,	0.041,	0.194,	-0.980,	7.00
15:30:52.41,	0.114,	-0.046,	-0.002,	-0.150,	-0.440,	-0.790,	0.000,	0.041,	0.193,	-0.980,	7.00
15:30:52.46,	0.117,	-0.034,	-0.002,	-0.170,	-0.450,	-0.870,	-0.000,	0.042,	0.193,	-0.980,	7.00
15:30:52.50,	0.124,	-0.028,	-0.002,	-0.170,	-0.450,	-0.900,	-0.001,	0.042,	0.193,	-0.980,	7.00
15:30:52.55,	0.137,	-0.027,	-0.002,	-0.180,	-0.440,	-0.930,	-0.002,	0.042,	0.193,	-0.980,	7.00
15:30:52.59,	0.144,	-0.029,	-0.001,	-0.160,	-0.480,	-0.970,	-0.003,	0.043,	0.193,	-0.980,	7.00
15:30:52.64,	0.140,	-0.026,	0.002,	-0.190,	-0.500,	-1.020,	-0.003,	0.043,	0.193,	-0.980,	7.00
15:30:52.69,	0.132,	-0.026,	0.006,	-0.180,	-0.500,	-1.080,	-0.004,	0.043,	0.192,	-0.980,	7.00
15:30:52.74,	0.137,	-0.022,	0.008,	-0.210,	-0.490,	-1.170,	-0.004,	0.043,	0.192,	-0.980,	7.00
15:30:52.78,	0.139,	-0.023,	0.008,	-0.210,	-0.520,	-1.210,	-0.004,	0.043,	0.192,	-0.980,	7.00
15:30:52.83,	0.139,	-0.026,	0.009,	-0.200,	-0.520,	-1.310,	-0.005,	0.043,	0.192,	-0.981,	7.00
15:30:52.88,	0.139,	-0.032,	0.011,	-0.220,	-0.520,	-1.370,	-0.005,	0.043,	0.191,	-0.981,	7.00
15:30:52.92,	0.146,	-0.030,	0.011,	-0.250,	-0.520,	-1.460,	-0.005,	0.043,	0.191,	-0.981,	7.00
15:30:52.97,	0.144,	-0.014,	0.013,	-0.230,	-0.530,	-1.520,	-0.005,	0.042,	0.190,	-0.981,	7.00
15:30:53.01,	0.133,	-0.002,	0.023,	-0.230,	-0.540,	-1.520,	-0.005,	0.042,	0.190,	-0.981,	7.00
15:30:53.06,	0.118,	-0.014,	0.027,	-0.210,	-0.540,	-1.550,	-0.005,	0.041,	0.189,	-0.981,	7.00
15:30:53.10,	0.111,	-0.033,	0.031,	-0.210,	-0.520,	-1.590,	-0.004,	0.041,	0.188,	-0.981,	7.00
15:30:53.15,	0.111,	-0.041,	0.029,	-0.240,	-0.520,	-1.650,	-0.004,	0.042,	0.187,	-0.981,	7.00
15:30:53.20,	0.110,	-0.039,	0.029,	-0.260,	-0.510,	-1.680,	-0.003,	0.042,	0.186,	-0.982,	7.00
15:30:53.25,	0.099,	-0.030,	0.031,	-0.270,	-0.470,	-1.720,	-0.003,	0.042,	0.185,	-0.982,	7.00
15:30:53.30,	0.092,	-0.021,	0.034,	-0.250,	-0.480,	-1.760,	-0.003,	0.041,	0.180,	-0.983,	7.00
15:30:53.34,	0.086,	-0.020,	0.039,	-0.250,	-0.460,	-1.790,	-0.002,	0.041,	0.176,	-0.984,	7.00
15:30:53.38,	0.071,	-0.027,	0.043,	-0.230,	-0.450,	-1.800,	-0.001,	0.041,	0.171,	-0.984,	7.00
15:30:53.43,	0.057,	-0.037,	0.048,	-0.240,	-0.440,	-1.790,	-0.001,	0.041,	0.166,	-0.985,	7.00
15:30:53.48,	0.042,	-0.044,	0.054,	-0.240,	-0.390,	-1.770,	0.000,	0.041,	0.162,	-0.986,	7.00
15:30:53.52,	0.037,	-0.052,	0.058,	-0.260,	-0.360,	-1.750,	0.001,	0.041,	0.159,	-0.986,	7.00
15:30:53.57,	0.033,	-0.042,	0.062,	-0.230,	-0.360,	-1.730,	0.002,	0.042,	0.156,	-0.987,	7.00
15:30:53.61,	0.031,	-0.033,	0.063,	-0.250,	-0.350,	-1.730,	0.003,	0.042,	0.153,	-0.987,	7.00
15:30:53.66,	0.017,	-0.038,	0.072,	-0.280,	-0.310,	-1.740,	0.004,	0.042,	0.149,	-0.988,	7.00
15:30:53.70,	0.004,	-0.040,	0.078,	-0.270,	-0.290,	-1.740,	0.005,	0.042,	0.144,	-0.989,	7.00
15:30:53.75,	-0.016,	-0.036,	0.082,	-0.300,	-0.280,	-1.730,	0.007,	0.042,	0.143,	-0.989,	7.00
15:30:53.79,	-0.022,	-0.030,	0.088,	-0.300,	-0.230,	-1.720,	0.008,	0.042,	0.138,	-0.989,	7.00
15:30:53.84,	-0.031,	-0.030,	0.091,	-0.290,	-0.200,	-1.710,	0.010,	0.042,	0.135,	-0.990,	7.00
15:30:53.88,	-0.038,	-0.040,	0.096,	-0.270,	-0.180,	-1.680,	0.011,	0.042,	0.132,	-0.990,	7.00
15:30:53.93,	-0.041,	-0.058,	0.100,	-0.320,	-0.130,	-1.670,	0.013,	0.043,	0.127,	-0.991,	7.00
15:30:53.98,	-0.043,	-0.052,	0.101,	-0.340,	-0.110,	-1.640,	0.014,	0.043,	0.124,	-0.991,	7.00
15:30:54.02,	-0.051,	-0.036,	0.101,	-0.340,	-0.080,	-1.620,	0.015,	0.043,	0.120,	-0.992,	7.00
15:30:54.07,	-0.070,	-0.018,	0.110,	-0.320,	-0.060,	-1.660,	0.017,	0.043,	0.117,	-0.992,	7.00
15:30:54.11,	-0.087,	-0.013,	0.113,	-0.300,	0.000,	-1.610,	0.020,	0.043,	0.114,	-0.992,	7.00
15:30:54.16,	-0.090,	-0.026,	0.117,	-0.320,	0.040,	-1.560,	0.021,	0.043,	0.111,	-0.993,	7.00
15:30:54.21,	-0.088,	-0.037,	0.117,	-0.310,	0.080,	-1.500,	0.024,	0.043,	0.108,	-0.993,	7.00
15:30:54.25,	-0.098,	-0.042,	0.121,	-0.320,	0.110,	-1.430,	0.026,	0.043,	0.105,	-0.993,	7.00
15:30:54.34,	-0.112,	-0.027,	0.128,	-0.300,	0.230,	-1.340,	0.030,	0.043,	0.100,	-0.994,	7.00
15:30:54.38,	-0.103,	-0.016,	0.126,	-0.290,	0.260,	-1.300,	0.031,	0.042,	0.098,	-0.994,	7.00
15:30:54.43,	-0.110,	-0.019,	0.131,	-0.290,	0.290,	-1.290,	0.034,	0.042,	0.095,	-0.994,	7.00
15:30:54.48,	-0.129,	-0.019,	0.138,	-0.300,	0.330,	-1.270,	0.035,	0.042,	0.092,	-0.994,	7.00
15:30:54.53,	-0.142,	-0.012,	0.141,	-0.280,	0.390,	-1.230,	0.038,	0.041,	0.089,	-0.995,	7.00
15:30:54.58,	-0.140,	-0.008,	0.143,	-0.240,	0.430,	-1.100,	0.040,	0.040,	0.086,	-0.995,	7.00
15:30:54.62,	-0.138,	-0.019,	0.143,	-0.200,	0.460,	-1.030,	0.042,	0.040,	0.083,	-0.995,	7.00
15:30:54.67,	-0.142,	-0.028,	0.146,	-0.200,	0.510,	-0.870,	0.044,	0.039,	0.079,	-0.995,	7.00
15:30:54.72,	-0.144,	-0.027,	0.149,	-0.200,	0.520,	-0.790,	0.045,	0.039,	0.077,	-0.995,	7.00
15:30:54.76,	-0.141,	-0.016,	0.149,	-0.200,	0.570,	-0.740,	0.046,	0.039,	0.073,	-0.995,	7.00
15:30:54.81,	-0.142,	0.003,	0.152,	-0.170,	0.590,	-0.760,	0.047,	0.038,	0.070,	-0.996,	7.00
15:30:54.86,	-0.153,	0.010,	0.158,	-0.140,	0.610,	-0.750,	0.049,	0.037,	0.067,	-0.996,	7.00
15:30:54.90,	-0.166,	-0.009,	0.162,	-0.110,	0.640,	-0.730,	0.050,	0.037,	0.064,	-0.996,	7.00
15:30:54.96,	-0.174,	-0.026,	0.164,	-0.120,	0.690,	-0.650,	0.051,	0.037,	0.060,	-0.996,	7.00
15:30:55.00,	-0.170,	-0.034,	0.167,	-0.120,	0.720,	-0.540,	0.052,	0.037,	0.057,	-0.996,	7.00
15:30:55.04,	-0.166,	-0.018,	0.169,	-0.110,	0.720,	-0.440,	0.053,	0.037,	0.053,	-0.997,	7.00
15:30:55.09,	-0.170,	-0.003,	0.169,	-0.070,	0.720,	-0.290,	0.054,	0.036,	0.049,	-0.997,	7.00
15:30:55.14,	-0.183,	0.003,	0.180,	-0.060,	0.750,	-0.220,	0.054,	0.036,	0.046,	-0.997,	7.00
15:30:55.18,	-0.193,	-0.007,	0.184,	-0.030,	0.780,	-0.200,	0.055,	0.036,	0.042,	-0.997,	7.00
15:30:55.23,	-0.196,	-0.019,	0.184,	-0.030,	0.770,	-0.210,	0.056,	0.036,	0.039,	-0.997,	7.00
15:30:55.27,	-0.200,	-0.024,	0.187,	-0.030,	0.780,	-0.170,	0.056,	0.036,	0.035,	-0.997,	7.00
15:30:55.32,	-0.217,	-0.022,	0.193,	-0.030,	0.810,	-0.130,	0.057,	0.036,	0.031,	-0.997,	7.00
15:30:55.37,	-0.220,	-0.013,	0.199,	-0.040,	0.850,	-0.060,	0.058,	0.036,	0.027,	-0.997,	7.00
15:30:55.41,	-0.222,	-0.012,	0.198,	-0.010,	0.840,	0.000,	0.058,	0.036,	0.023,	-0.997,	7.00
15:30:55.46,	-0.224,	-0.012,	0.202,	0.000,	0.840,	0.110,	0.058,	0.036,	0.018,	-0.997,	7.00
15:30:55.51,	-0.239,	-0.011,	0.212,	0.010,	0.850,	0.160,	0.059,	0.036,	0.015,	-0.997,	7.00
15:30:55.56,	-0.251,	-0.007,	0.216,	0.050,	0.880,	0.230,	0.060,	0.036,	0.010,	-0.998,	7.00
15:30:55.60,	-0.260,	-0.003,	0.220,	0.050,	0.910,	0.270,	0.060,	0.036,	0.006,	-0.998,	7.00
15:30:55.65,	-0.261,	-0.010,	0.223,	0.050,	0.920,	0.300,	0.061,	0.035,	0.001,	-0.997,	7.00
15:30:55.69,	-0.261,	-0.020,	0.226,	0.050,	0.920,	0.330,	0.061,	0.036,	-0.004,	-0.997,	7.00
15:30:55.75,	-0.273,	-0.014,	0.231,	0.040,	0.930,	0.410,	0.062,	0.036,	-0.009,	-0.997,	7.00
15:30:55.79,	-0.287,	0.007,	0.239,	0.070,	0.970,	0.490,	0.062,	0.036,	-0.013,	-0.997,	7.00
15:30:55.84,	-0.282,	0.022,	0.240,	0.080,	0.970,	0.540,	0.063,	0.035,	-0.018,	-0.997,	7.00
15:30:55.88,	-0.279,	0.021,	0.241,	0.120,	0.960,	0.580,	0.063,	0.035,	-0.022,	-0.997,	7.00
15:30:55.93,	-0.290,	0.002,	0.247,	0.140,	1.010,	0.600,	0.063,	0.035,	-0.028,	-0.997,	7.00
15:30:55.97,	-0.289,	-0.006,	0.250,	0.100,	1.000,	0.640,	0.063,	0.035,	-0.032,	-0.997,	7.00
