System_Timestamp,	GPS_Timestamp	Latitude,	Longitude,	Altitude
13:40:48.74,	03:08:47,	-34.4237298333,	147.517827,	300.1
13:40:49.74,	03:08:48,	-34.4237258333,	147.517824833,	299.8
13:40:50.74,	03:08:49,	-34.4237228333,	147.517822167,	299.7
13:40:51.74,	03:08:50,	-34.4237196667,	147.517816667,	298.8
13:40:52.74,	03:08:51,	-34.4237171667,	147.517815167,	298.7
13:40:53.75,	03:08:52,	-34.4237135,	147.517813,	299.0
13:40:54.75,	03:08:53,	-34.4237095,	147.517803667,	296.9
13:40:55.74,	03:08:54,	-34.4237081667,	147.517803833,	297.7
13:40:56.74,	03:08:55,	-34.4237068333,	147.5178,	297.8
13:40:57.74,	03:08:56,	-34.423703,	147.517791,	295.5
13:40:58.75,	03:08:57,	-34.4237001667,	147.517784833,	293.7
13:40:59.74,	03:08:58,	-34.4237013333,	147.517791833,	295.0
13:41:00.74,	03:08:59,	-34.4236998333,	147.517790167,	293.6
13:41:01.74,	03:09:00,	-34.4236965,	147.51779,	292.4
13:41:02.74,	03:09:01,	-34.4236898333,	147.517781167,	291.7
13:41:03.74,	03:09:02,	-34.4236856667,	147.5177785,	291.3
13:41:04.74,	03:09:03,	-34.4236826667,	147.517757833,	290.4
13:41:05.74,	03:09:04,	-34.4236825,	147.517750667,	289.6
13:41:06.74,	03:09:05,	-34.4236826667,	147.517743333,	288.4
13:41:07.74,	03:09:06,	-34.4236808333,	147.517734333,	288.9
13:41:08.75,	03:09:07,	-34.4236798333,	147.517723667,	288.2
13:41:09.75,	03:09:08,	-34.4236811667,	147.5177335,	289.4
13:41:10.74,	03:09:09,	-34.4236813333,	147.5177265,	289.9
13:41:11.74,	03:09:10,	-34.4236791667,	147.517707833,	289.7
13:41:12.74,	03:09:11,	-34.4236828333,	147.517705667,	290.4
13:41:13.74,	03:09:12,	-34.4236845,	147.517695167,	289.9
13:41:14.74,	03:09:13,	-34.423684,	147.517684,	287.1
13:41:15.74,	03:09:14,	-34.423688,	147.5176915,	287.8
13:41:16.74,	03:09:15,	-34.4236883333,	147.517691167,	288.6
13:41:17.74,	03:09:16,	-34.4236835,	147.517678167,	285.1
13:41:18.74,	03:09:17,	-34.4236786667,	147.517671833,	284.7
13:41:19.74,	03:09:18,	-34.4236653333,	147.517656,	284.6
13:41:20.74,	03:09:19,	-34.4236545,	147.5176425,	283.5
13:41:21.74,	03:09:20,	-34.4236526667,	147.517626,	280.7
13:41:22.74,	03:09:21,	-34.4236563333,	147.517612167,	280.5
13:41:23.74,	03:09:22,	-34.4236575,	147.517616667,	280.9
13:41:24.74,	03:09:23,	-34.4236558333,	147.517611833,	280.9
13:41:25.74,	03:09:24,	-34.4236558333,	147.517597667,	281.0
13:41:26.74,	03:09:25,	-34.4236586667,	147.517603167,	281.9
13:41:27.74,	03:09:26,	-34.423659,	147.5176125,	282.6
13:41:28.74,	03:09:27,	-34.4236573333,	147.5176045,	282.6
13:41:29.74,	03:09:28,	-34.4236535,	147.5175935,	282.0
13:41:30.74,	03:09:29,	-34.4236488333,	147.517618167,	284.3
13:41:31.74,	03:09:30,	-34.4236495,	147.517630167,	284.9
13:41:32.74,	03:09:31,	-34.4236551667,	147.5176445,	285.5
13:41:33.74,	03:09:32,	-34.4236573333,	147.517642333,	285.1
13:41:34.74,	03:09:33,	-34.4236595,	147.5176715,	287.5
13:41:35.74,	03:09:34,	-34.4236606667,	147.517682,	288.5
13:41:36.74,	03:09:35,	-34.4236618333,	147.517677667,	289.0
13:41:37.74,	03:09:36,	-34.4236701667,	147.517654,	288.8
13:41:38.74,	03:09:37,	-34.4236745,	147.517644833,	289.5
13:41:39.74,	03:09:38,	-34.4236791667,	147.517641667,	290.4
13:41:40.74,	03:09:39,	-34.423678,	147.517626667,	289.9
13:41:41.74,	03:09:40,	-34.4236806667,	147.517615,	289.4
13:41:42.74,	03:09:41,	-34.4236856667,	147.5176235,	289.7
13:41:43.75,	03:09:42,	-34.4236888333,	147.517627833,	289.6
13:41:44.74,	03:09:43,	-34.4236893333,	147.5176315,	289.8
13:41:45.74,	03:09:44,	-34.4236956667,	147.5176285,	289.5
13:41:46.74,	03:09:45,	-34.4236976667,	147.517633333,	290.3
13:41:47.74,	03:09:46,	-34.4236933333,	147.517623667,	290.4
13:41:48.75,	03:09:47,	-34.4236963333,	147.517603,	288.9
13:41:49.74,	03:09:48,	-34.4236998333,	147.517595333,	288.1
13:41:50.75,	03:09:49,	-34.423688,	147.517602,	289.1
13:41:51.74,	03:09:50,	-34.4236863333,	147.517604167,	289.6
13:41:52.74,	03:09:51,	-34.4236896667,	147.517604667,	289.8
13:41:53.74,	03:09:52,	-34.4236925,	147.517608167,	290.4
13:41:54.74,	03:09:53,	-34.4236943333,	147.517606,	292.1
13:41:55.74,	03:09:54,	-34.4236813333,	147.517598333,	295.1
13:41:56.74,	03:09:55,	-34.423676,	147.517619833,	296.9
13:41:57.75,	03:09:56,	-34.4236645,	147.517652667,	301.3
13:41:58.74,	03:09:57,	-34.4236595,	147.5176565,	301.3
13:41:59.74,	03:09:58,	-34.4236565,	147.517654833,	301.2
13:42:00.75,	03:09:59,	-34.4236553333,	147.517646333,	301.1
13:42:01.74,	03:10:00,	-34.4236521667,	147.517648167,	301.1
13:42:02.74,	03:10:01,	-34.4236548333,	147.517653,	301.8
13:42:03.74,	03:10:02,	-34.4236548333,	147.517652167,	302.0
13:42:04.74,	03:10:03,	-34.4236528333,	147.517634833,	301.6
13:42:05.75,	03:10:04,	-34.4236518333,	147.517644833,	303.1
13:42:06.74,	03:10:05,	-34.423649,	147.5176435,	303.0
13:42:07.74,	03:10:06,	-34.423647,	147.517630667,	302.3
13:42:08.74,	03:10:07,	-34.4236455,	147.5176335,	302.9
13:42:09.74,	03:10:08,	-34.423648,	147.517625167,	301.7
13:42:10.74,	03:10:09,	-34.4236536667,	147.517642167,	301.9
13:42:11.74,	03:10:10,	-34.4236436667,	147.517651167,	301.9
13:42:12.74,	03:10:11,	-34.4236291667,	147.51766,	301.1
13:42:13.74,	03:10:12,	-34.4236243333,	147.5176575,	300.2
13:42:14.74,	03:10:13,	-34.4236235,	147.5176605,	301.9
13:42:15.74,	03:10:14,	-34.4236358333,	147.517649167,	300.9
13:42:16.74,	03:10:15,	-34.4236421667,	147.5176345,	300.3
13:42:17.75,	03:10:16,	-34.4236458333,	147.517622833,	298.6
13:42:18.74,	03:10:17,	-34.423643,	147.517644,	299.8
13:42:19.74,	03:10:18,	-34.4236466667,	147.517672167,	302.8
13:42:20.74,	03:10:19,	-34.4236505,	147.5176675,	302.4
13:42:21.74,	03:10:20,	-34.4236526667,	147.5176785,	304.0
13:42:22.74,	03:10:21,	-34.4236496667,	147.5176855,	306.4
13:42:23.75,	03:10:22,	-34.4236485,	147.5176735,	306.4
13:42:24.74,	03:10:23,	-34.4236508333,	147.517658167,	304.7
13:42:25.75,	03:10:24,	-34.4236515,	147.517647667,	304.2
13:42:26.74,	03:10:25,	-34.423651,	147.517649,	303.9
13:42:27.75,	03:10:26,	-34.4236503333,	147.517647833,	304.0
13:42:28.75,	03:10:27,	-34.4236501667,	147.517650333,	304.3
13:42:29.75,	03:10:28,	-34.423649,	147.517642333,	303.5
13:42:30.74,	03:10:29,	-34.423649,	147.5176445,	303.5
13:42:31.74,	03:10:30,	-34.423649,	147.517642,	303.2
13:42:32.75,	03:10:31,	-34.4236448333,	147.517650333,	304.8
13:42:33.74,	03:10:32,	-34.4236486667,	147.517651167,	304.1
13:42:34.74,	03:10:33,	-34.4236478333,	147.517635,	303.5
13:42:35.74,	03:10:34,	-34.4236481667,	147.517633667,	302.7
13:42:36.74,	03:10:35,	-34.4236508333,	147.5176445,	303.4
13:42:37.74,	03:10:36,	-34.423653,	147.517646833,	303.7
13:42:38.74,	03:10:37,	-34.4236555,	147.517645333,	303.9
13:42:39.74,	03:10:38,	-34.4236573333,	147.517641167,	303.2
13:42:40.74,	03:10:39,	-34.4236595,	147.517641167,	303.4
13:42:41.74,	03:10:40,	-34.42366,	147.5176435,	303.3
13:42:42.74,	03:10:41,	-34.4236596667,	147.517645167,	303.3
13:42:43.74,	03:10:42,	-34.423658,	147.517633667,	302.0
13:42:44.74,	03:10:43,	-34.4236538333,	147.517603833,	298.7
13:42:45.74,	03:10:44,	-34.4236501667,	147.517582333,	295.9
13:42:46.74,	03:10:45,	-34.4236475,	147.517556333,	293.3
13:42:47.75,	03:10:46,	-34.4236466667,	147.517537833,	291.7
13:42:48.75,	03:10:47,	-34.4236468333,	147.5175255,	291.0
13:42:49.75,	03:10:48,	-34.4236558333,	147.517517167,	287.9
13:42:50.74,	03:10:49,	-34.4236631667,	147.517520667,	287.7
13:42:51.74,	03:10:50,	-34.423665,	147.517511833,	287.0
13:42:52.74,	03:10:51,	-34.4236653333,	147.517518833,	288.2
13:42:53.75,	03:10:52,	-34.4236665,	147.517516833,	289.0
13:42:54.74,	03:10:53,	-34.4236668333,	147.5175195,	290.3
13:42:55.75,	03:10:54,	-34.4236708333,	147.517508667,	289.6
13:42:56.74,	03:10:55,	-34.4236773333,	147.517504667,	288.4
13:42:57.74,	03:10:56,	-34.423681,	147.517500333,	287.6
13:42:58.74,	03:10:57,	-34.4236806667,	147.517508833,	288.3
13:42:59.75,	03:10:58,	-34.4236808333,	147.517517167,	288.2
13:43:00.75,	03:10:59,	-34.4236761667,	147.517522333,	289.3
13:43:01.74,	03:11:00,	-34.4236738333,	147.517529167,	289.6
13:43:02.74,	03:11:01,	-34.4236686667,	147.517544333,	291.5
13:43:03.74,	03:11:02,	-34.4236616667,	147.5175585,	293.7
13:43:04.74,	03:11:03,	-34.4236571667,	147.517572167,	295.6
13:43:05.74,	03:11:04,	-34.423653,	147.517579667,	298.1
13:43:06.74,	03:11:05,	-34.4236476667,	147.517598167,	301.6
13:43:07.74,	03:11:06,	-34.4236415,	147.517600833,	304.4
13:43:08.74,	03:11:07,	-34.4236346667,	147.517617,	307.5
13:43:09.74,	03:11:08,	-34.4236283333,	147.517620333,	309.1
13:43:10.74,	03:11:09,	-34.4236246667,	147.517648667,	311.3
13:43:11.74,	03:11:10,	-34.4236141667,	147.5176455,	312.9
13:43:12.74,	03:11:11,	-34.4236078333,	147.517603833,	313.7
13:43:13.74,	03:11:12,	-34.4236108333,	147.517583667,	311.7
13:43:14.74,	03:11:13,	-34.423607,	147.517575667,	312.0
13:43:15.74,	03:11:14,	-34.4236005,	147.517581667,	313.6
13:43:16.74,	03:11:15,	-34.4235956667,	147.517595167,	315.5
13:43:17.75,	03:11:16,	-34.4235908333,	147.517598333,	318.6
13:43:18.74,	03:11:17,	-34.4235773333,	147.517624833,	324.0
13:43:19.74,	03:11:18,	-34.4235705,	147.517634167,	326.7
13:43:20.74,	03:11:19,	-34.4235653333,	147.517647833,	327.7
13:43:21.74,	03:11:20,	-34.4235558333,	147.517674333,	329.6
13:43:22.74,	03:11:21,	-34.423555,	147.517693833,	329.9
13:43:23.74,	03:11:22,	-34.4235581667,	147.517702667,	328.7
13:43:24.74,	03:11:23,	-34.4235573333,	147.517715167,	330.2
13:43:25.75,	03:11:24,	-34.4235571667,	147.5177235,	330.9
13:43:26.74,	03:11:25,	-34.4235561667,	147.5177295,	332.4
13:43:27.74,	03:11:26,	-34.4235561667,	147.517739667,	334.2
13:43:28.75,	03:11:27,	-34.4235513333,	147.517768333,	337.0
13:43:29.75,	03:11:28,	-34.423547,	147.517779333,	338.1
13:43:30.74,	03:11:29,	-34.4235438333,	147.517789333,	339.6
13:43:31.74,	03:11:30,	-34.423545,	147.517785333,	339.8
13:43:32.75,	03:11:31,	-34.4235416667,	147.517799667,	341.5
13:43:33.75,	03:11:32,	-34.4235388333,	147.517809667,	342.7
13:43:34.75,	03:11:33,	-34.4235365,	147.517814833,	344.4
13:43:35.75,	03:11:34,	-34.4235331667,	147.5178165,	345.5
13:43:36.75,	03:11:35,	-34.4235268333,	147.517833333,	347.7
13:43:37.75,	03:11:36,	-34.4235208333,	147.517851667,	349.8
13:43:38.75,	03:11:37,	-34.4235191667,	147.517849,	349.4
13:43:39.75,	03:11:38,	-34.4235141667,	147.5178605,	350.6
13:43:40.75,	03:11:39,	-34.423512,	147.517856167,	350.9
13:43:41.75,	03:11:40,	-34.4235096667,	147.517859667,	351.5
13:43:42.75,	03:11:41,	-34.4235095,	147.517854667,	351.4
13:43:43.75,	03:11:42,	-34.4235105,	147.517850167,	351.4
13:43:44.75,	03:11:43,	-34.4235113333,	147.517849333,	351.1
13:43:45.75,	03:11:44,	-34.4235098333,	147.517858833,	350.9
13:43:46.75,	03:11:45,	-34.423513,	147.517841667,	349.1
13:43:47.75,	03:11:46,	-34.4235166667,	147.517822,	346.7
13:43:48.75,	03:11:47,	-34.4235176667,	147.5178185,	346.1
13:43:49.75,	03:11:48,	-34.4235205,	147.517809,	345.1
13:43:50.75,	03:11:49,	-34.4235208333,	147.517804333,	344.4
13:43:51.75,	03:11:50,	-34.4235205,	147.517795667,	343.2
13:43:52.74,	03:11:51,	-34.4235215,	147.517779167,	341.7
13:43:53.75,	03:11:52,	-34.4235215,	147.517769333,	340.1
13:43:54.75,	03:11:53,	-34.4235213333,	147.517763667,	338.9
13:43:55.75,	03:11:54,	-34.4235206667,	147.5177605,	337.3
13:43:56.74,	03:11:55,	-34.4235215,	147.5177495,	335.0
13:43:57.74,	03:11:56,	-34.4235218333,	147.517745167,	333.1
13:43:58.74,	03:11:57,	-34.4235225,	147.517732667,	330.3
13:43:59.74,	03:11:58,	-34.4235211667,	147.517729167,	328.6
13:44:00.75,	03:11:59,	-34.42352,	147.5177265,	327.0
13:44:01.74,	03:12:00,	-34.4235183333,	147.5177215,	325.2
13:44:02.74,	03:12:01,	-34.4235138333,	147.517722333,	324.5
13:44:03.74,	03:12:02,	-34.4235108333,	147.5177185,	323.1
13:44:04.74,	03:12:03,	-34.4235075,	147.517724833,	322.5
13:44:05.74,	03:12:04,	-34.423509,	147.517712,	320.2
13:44:06.74,	03:12:05,	-34.4235078333,	147.5177175,	319.3
13:44:07.74,	03:12:06,	-34.423507,	147.517718333,	318.2
13:44:08.74,	03:12:07,	-34.4235076667,	147.517722,	316.9
13:44:09.74,	03:12:08,	-34.4235096667,	147.517723667,	315.1
13:44:10.74,	03:12:09,	-34.4235123333,	147.517718167,	313.2
13:44:11.74,	03:12:10,	-34.4235125,	147.517706333,	312.6
13:44:12.74,	03:12:11,	-34.4235138333,	147.517711167,	311.8
13:44:13.74,	03:12:12,	-34.4235171667,	147.517702833,	310.7
13:44:14.74,	03:12:13,	-34.4235251667,	147.5176905,	307.3
13:44:15.75,	03:12:14,	-34.4235313333,	147.517699167,	307.0
13:44:16.74,	03:12:15,	-34.4235408333,	147.517703167,	306.3
13:44:17.75,	03:12:16,	-34.4235456667,	147.517718167,	305.0
13:44:18.74,	03:12:17,	-34.4235461667,	147.517710333,	302.1
13:44:19.74,	03:12:18,	-34.423546,	147.517722,	301.9
13:44:20.74,	03:12:19,	-34.4235416667,	147.517727333,	302.3
13:44:21.74,	03:12:20,	-34.4235403333,	147.517706667,	302.2
13:44:22.74,	03:12:21,	-34.4235406667,	147.517693,	301.1
13:44:23.74,	03:12:22,	-34.4235421667,	147.517682333,	299.7
13:44:24.74,	03:12:23,	-34.4235425,	147.517671333,	298.7
13:44:25.75,	03:12:24,	-34.4235436667,	147.517658,	297.1
13:44:26.75,	03:12:25,	-34.4235453333,	147.517654167,	294.6
13:44:27.74,	03:12:26,	-34.423548,	147.5176505,	292.7
13:44:28.74,	03:12:27,	-34.423551,	147.517645,	290.9
13:44:29.74,	03:12:28,	-34.4235535,	147.517639667,	289.4
13:44:30.74,	03:12:29,	-34.4235543333,	147.517633,	288.3
13:44:31.74,	03:12:30,	-34.4235528333,	147.517629333,	288.1
13:44:32.74,	03:12:31,	-34.4235508333,	147.517633667,	288.2
13:44:33.74,	03:12:32,	-34.42355,	147.517635333,	287.7
13:44:34.74,	03:12:33,	-34.42355,	147.517628,	286.7
13:44:35.75,	03:12:34,	-34.4235473333,	147.517633167,	287.9
13:44:36.75,	03:12:35,	-34.4235446667,	147.517627333,	288.0
13:44:37.75,	03:12:36,	-34.4235401667,	147.517639833,	289.1
13:44:38.74,	03:12:37,	-34.4235381667,	147.517638333,	288.8
13:44:39.75,	03:12:38,	-34.4235388333,	147.517637,	288.7
13:44:40.75,	03:12:39,	-34.4235398333,	147.517647667,	289.7
13:44:41.74,	03:12:40,	-34.4235391667,	147.517646333,	289.9
13:44:42.74,	03:12:41,	-34.4235378333,	147.5176535,	290.4
13:44:43.75,	03:12:42,	-34.42354,	147.517649167,	289.8
13:44:44.74,	03:12:43,	-34.4235428333,	147.517652,	289.3
13:44:45.74,	03:12:44,	-34.4235433333,	147.517648,	288.8
13:44:46.74,	03:12:45,	-34.423548,	147.517628667,	287.2
13:44:47.74,	03:12:46,	-34.423548,	147.5176245,	286.7
13:44:48.74,	03:12:47,	-34.4235475,	147.517615333,	287.1
13:44:49.74,	03:12:48,	-34.4235385,	147.517611,	289.6
13:44:50.74,	03:12:49,	-34.4235035,	147.517595833,	295.9
13:44:51.74,	03:12:50,	-34.4234738333,	147.517578333,	300.7
13:44:52.74,	03:12:51,	-34.4234295,	147.517573833,	310.6
13:44:53.75,	03:12:52,	-34.4234195,	147.517566333,	311.9
13:44:54.74,	03:12:53,	-34.4234168333,	147.517555833,	312.0
13:44:55.74,	03:12:54,	-34.4234233333,	147.517559833,	312.6
13:44:56.75,	03:12:55,	-34.423426,	147.517568167,	313.3
13:44:57.75,	03:12:56,	-34.423387,	147.517568,	321.1
13:44:58.74,	03:12:57,	-34.4233453333,	147.517566,	330.1
13:44:59.74,	03:12:58,	-34.4232931667,	147.5175705,	342.0
13:45:00.75,	03:12:59,	-34.4232318333,	147.517555833,	353.4
13:45:01.74,	03:13:00,	-34.4231676667,	147.517531667,	364.3
13:45:02.74,	03:13:01,	-34.4231055,	147.5175255,	377.1
13:45:03.74,	03:13:02,	-34.4230486667,	147.517521833,	390.6
13:45:04.74,	03:13:03,	-34.4229916667,	147.517512667,	402.1
13:45:05.75,	03:13:04,	-34.4229995,	147.517521,	400.1
13:45:06.75,	03:13:05,	-34.4230161667,	147.517499333,	394.0
13:45:07.74,	03:13:06,	-34.4230273333,	147.517500333,	391.1
13:45:08.74,	03:13:07,	-34.4230393333,	147.517502,	387.9
13:45:09.74,	03:13:08,	-34.423041,	147.517514,	385.9
13:45:10.74,	03:13:09,	-34.4230436667,	147.517532167,	385.9
13:45:11.74,	03:13:10,	-34.4229156667,	147.517513167,	405.5
13:45:12.74,	03:13:11,	-34.4227813333,	147.517491667,	425.0
13:45:13.74,	03:13:12,	-34.4226958333,	147.517494667,	438.9
13:45:14.74,	03:13:13,	-34.4227075,	147.517521667,	441.5
13:45:15.74,	03:13:14,	-34.4227328333,	147.517560667,	444.2
13:45:16.74,	03:13:15,	-34.4227515,	147.517574667,	445.1
13:45:17.74,	03:13:16,	-34.4227815,	147.517634833,	444.8
13:45:18.74,	03:13:17,	-34.422804,	147.517686333,	442.6
13:45:19.74,	03:13:18,	-34.4228343333,	147.517744667,	442.2
13:45:20.74,	03:13:19,	-34.4228398333,	147.517828333,	442.6
13:45:21.74,	03:13:20,	-34.4229955,	147.517726167,	412.7
13:45:22.75,	03:13:21,	-34.4232128333,	147.517602833,	375.5
13:45:23.75,	03:13:22,	-34.4233281667,	147.517558833,	353.2
13:45:24.74,	03:13:23,	-34.4233921667,	147.517516167,	336.8
13:45:25.74,	03:13:24,	-34.4234328333,	147.517526667,	327.3
13:45:26.74,	03:13:25,	-34.4234646667,	147.517476667,	315.7
13:45:27.74,	03:13:26,	-34.42349,	147.517422667,	306.2
13:45:28.74,	03:13:27,	0.0,	0.0,	None
13:45:29.74,	03:13:28,	0.0,	0.0,	None
13:45:30.74,	03:13:29,	0.0,	0.0,	None
13:45:31.74,	03:13:30,	0.0,	0.0,	None
13:45:32.74,	03:13:31,	0.0,	0.0,	None
13:45:33.74,	03:13:32,	-34.4235833333,	147.517183833,	269.7
13:45:34.74,	03:13:33,	-34.4235916667,	147.517105,	263.7
13:45:35.74,	03:13:34,	-34.4235988333,	147.517062333,	259.2
13:45:36.74,	03:13:35,	-34.4236063333,	147.517016333,	255.5
13:45:37.74,	03:13:36,	-34.4236121667,	147.516984167,	253.0
13:45:38.74,	03:13:37,	-34.4236146667,	147.517008333,	252.4
13:45:39.74,	03:13:38,	-34.4236195,	147.516992667,	251.3
13:45:40.74,	03:13:39,	-34.4236245,	147.516992167,	251.1
13:45:41.74,	03:13:40,	0.0,	0.0,	None
13:45:42.74,	03:13:41,	0.0,	0.0,	None
13:45:43.75,	03:13:42,	-34.4236315,	147.517065167,	251.8
13:45:44.74,	03:13:43,	0.0,	0.0,	None
13:45:45.74,	03:13:44,	0.0,	0.0,	None
13:45:46.74,	03:13:45,	0.0,	0.0,	None
13:45:47.74,	03:13:46,	0.0,	0.0,	None
13:45:48.74,	03:13:47,	0.0,	0.0,	None
13:45:49.74,	03:13:48,	-34.4236453333,	147.5171955,	250.4
13:45:50.75,	03:13:49,	-34.4236481667,	147.517157333,	247.9
13:45:51.75,	03:13:50,	-34.4236498333,	147.517265833,	253.3
13:45:52.75,	03:13:51,	-34.4236528333,	147.517315833,	256.1
13:45:53.75,	03:13:52,	-34.4236563333,	147.517373833,	259.8
13:45:54.75,	03:13:53,	-34.4236586667,	147.5174105,	262.1
13:45:55.75,	03:13:54,	-34.4236608333,	147.5173945,	261.3
13:45:56.75,	03:13:55,	-34.4236631667,	147.517363,	260.0
13:45:57.75,	03:13:56,	-34.423666,	147.517324667,	258.5
13:45:58.75,	03:13:57,	-34.4236693333,	147.517270167,	256.3
13:45:59.75,	03:13:58,	-34.423673,	147.5172335,	255.1
13:46:00.75,	03:13:59,	-34.4236775,	147.517197167,	253.6
13:46:01.75,	03:14:00,	-34.4236815,	147.517161833,	252.1
13:46:02.75,	03:14:01,	-34.4236836667,	147.5171195,	249.8
13:46:03.75,	03:14:02,	-34.423686,	147.517089667,	248.6
13:46:04.75,	03:14:03,	-34.4236893333,	147.5170725,	248.1
13:46:05.75,	03:14:04,	-34.4236923333,	147.517062833,	247.3
13:46:06.74,	03:14:05,	-34.4236958333,	147.517032833,	246.1
13:46:07.74,	03:14:06,	-34.4236986667,	147.517023333,	246.6
13:46:08.75,	03:14:07,	-34.4237,	147.517043,	246.8
13:46:09.74,	03:14:08,	-34.4237023333,	147.517054,	248.3
13:46:10.74,	03:14:09,	-34.4237051667,	147.517048833,	248.3
13:46:11.75,	03:14:10,	-34.4237051667,	147.5170725,	250.8
13:46:12.74,	03:14:11,	-34.423705,	147.517088,	252.0
13:46:13.74,	03:14:12,	-34.423707,	147.517084,	252.4
13:46:14.75,	03:14:13,	-34.423704,	147.517098667,	253.0
13:46:15.75,	03:14:14,	-34.4236998333,	147.517121167,	255.9
13:46:16.74,	03:14:15,	-34.4236921667,	147.517113667,	257.0
13:46:17.75,	03:14:16,	-34.4236938333,	147.517105,	256.2
13:46:18.74,	03:14:17,	-34.4236956667,	147.5171545,	257.4
13:46:19.74,	03:14:18,	-34.4237008333,	147.517157,	256.5
13:46:20.74,	03:14:19,	-34.423704,	147.517159167,	255.9
13:46:21.75,	03:14:20,	-34.4237125,	147.517184333,	257.3
13:46:22.74,	03:14:21,	-34.4237115,	147.517209833,	260.6
13:46:23.75,	03:14:22,	-34.4237166667,	147.517220167,	262.2
13:46:24.74,	03:14:23,	-34.4237171667,	147.517231833,	263.3
13:46:25.74,	03:14:24,	-34.4237176667,	147.517228667,	262.5
13:46:26.74,	03:14:25,	-34.4237175,	147.517215333,	262.4
13:46:27.74,	03:14:26,	-34.4237193333,	147.517186333,	260.5
13:46:28.74,	03:14:27,	-34.4237168333,	147.517194,	261.5
13:46:29.74,	03:14:28,	-34.4237145,	147.517194167,	261.3
13:46:30.74,	03:14:29,	-34.4237163333,	147.517201167,	261.3
13:46:31.74,	03:14:30,	-34.4237145,	147.5172175,	263.4
13:46:32.75,	03:14:31,	-34.423716,	147.517226667,	264.3
13:46:33.75,	03:14:32,	-34.4237158333,	147.517204,	262.4
13:46:34.74,	03:14:33,	-34.4237101667,	147.51721,	262.7
13:46:35.74,	03:14:34,	-34.423706,	147.517222667,	264.1
13:46:36.75,	03:14:35,	-34.4237048333,	147.517229167,	265.4
13:46:37.74,	03:14:36,	-34.423705,	147.5172465,	266.7
13:46:38.74,	03:14:37,	-34.4237065,	147.517263667,	267.6
13:46:39.74,	03:14:38,	-34.4237075,	147.517274,	267.2
13:46:40.74,	03:14:39,	-34.4237053333,	147.517299667,	268.0
13:46:41.74,	03:14:40,	-34.4237038333,	147.517306833,	267.8
13:46:42.74,	03:14:41,	-34.4237018333,	147.517317,	268.0
13:46:43.74,	03:14:42,	-34.4237005,	147.5173245,	267.7
13:46:44.74,	03:14:43,	-34.4237006667,	147.517315167,	266.9
13:46:45.75,	03:14:44,	-34.423694,	147.517475333,	274.0
13:46:46.75,	03:14:45,	-34.4236878333,	147.517596667,	279.0
13:46:47.75,	03:14:46,	-34.4236826667,	147.517680167,	282.7
13:46:48.75,	03:14:47,	-34.423678,	147.517742667,	285.2
13:46:49.75,	03:14:48,	-34.4236753333,	147.5177825,	286.8
13:46:50.75,	03:14:49,	-34.4236701667,	147.517828833,	289.0
13:46:51.75,	03:14:50,	-34.423666,	147.517857333,	290.5
13:46:52.74,	03:14:51,	-34.4236646667,	147.517874167,	290.9
13:46:53.75,	03:14:52,	-34.4236623333,	147.517899833,	292.0
13:46:54.75,	03:14:53,	-34.4236585,	147.517919,	293.6
13:46:55.75,	03:14:54,	-34.423657,	147.517928167,	294.0
13:46:56.75,	03:14:55,	-34.423659,	147.517933667,	293.7
13:46:57.75,	03:14:56,	-34.4236578333,	147.517952833,	294.5
13:46:58.75,	03:14:57,	-34.4236551667,	147.517970167,	295.6
13:46:59.75,	03:14:58,	-34.423652,	147.517983833,	295.9
13:47:00.75,	03:14:59,	-34.423645,	147.518005833,	297.7
13:47:01.75,	03:15:00,	-34.4236411667,	147.5180185,	298.2
13:47:02.75,	03:15:01,	-34.4236365,	147.518036667,	299.0
13:47:03.75,	03:15:02,	-34.4236323333,	147.518047,	299.3
13:47:04.74,	03:15:03,	-34.4236266667,	147.518061333,	300.0
13:47:05.75,	03:15:04,	-34.4236188333,	147.518057333,	301.0
13:47:06.74,	03:15:05,	-34.4236148333,	147.518051167,	301.1
13:47:07.74,	03:15:06,	-34.4236165,	147.518032333,	299.6
13:47:08.75,	03:15:07,	-34.423615,	147.518029333,	299.3
13:47:09.74,	03:15:08,	-34.4236093333,	147.518031833,	300.4
13:47:10.74,	03:15:09,	-34.4236048333,	147.518034333,	301.2
13:47:11.75,	03:15:10,	-34.4235818333,	147.518128667,	307.4
13:47:12.74,	03:15:11,	-34.4235588333,	147.5182295,	313.5
13:47:13.75,	03:15:12,	-34.4235333333,	147.51834,	320.2
13:47:14.74,	03:15:13,	-34.423524,	147.518374,	321.8
13:47:15.74,	03:15:14,	-34.4235106667,	147.518408667,	323.6
13:47:16.74,	03:15:15,	-34.4235008333,	147.518414667,	325.4
13:47:17.74,	03:15:16,	-34.4234881667,	147.518446833,	328.1
13:47:18.74,	03:15:17,	-34.4234803333,	147.518457,	330.2
13:47:19.75,	03:15:18,	-34.4234738333,	147.5184735,	332.2
13:47:20.74,	03:15:19,	-34.4234681667,	147.518486167,	334.4
13:47:21.74,	03:15:20,	-34.4234806667,	147.518419833,	330.8
13:47:22.74,	03:15:21,	-34.4234971667,	147.518334,	325.7
13:47:23.75,	03:15:22,	-34.4235173333,	147.5182415,	319.5
13:47:24.74,	03:15:23,	-34.4235318333,	147.518176333,	314.8
