System_Timestamp,	GPS_Timestamp	Latitude,	Longitude,	Altitude
14:41:19.77,	04:09:18,	-34.4787945,	147.732172833,	9516.6
14:41:20.77,	04:09:19,	-34.4787905,	147.732515167,	9520.3
14:41:21.76,	04:09:20,	-34.4787875,	147.732858833,	9524.5
14:41:22.76,	04:09:21,	-34.4788013333,	147.733196333,	9528.5
14:41:23.77,	04:09:22,	-34.4788263333,	147.733533,	9533.9
14:41:24.77,	04:09:23,	-34.4788568333,	147.733878,	9540.6
14:41:25.77,	04:09:24,	-34.4789006667,	147.734228667,	9549.2
14:41:26.76,	04:09:25,	-34.4789623333,	147.734575667,	9556.4
14:41:27.77,	04:09:26,	-34.4790493333,	147.734921333,	9562.2
14:41:28.77,	04:09:27,	-34.4791518333,	147.735273333,	9568.8
14:41:29.77,	04:09:28,	-34.4792521667,	147.735636667,	9576.1
14:41:30.77,	04:09:29,	-34.4793233333,	147.736028,	9582.2
14:41:31.77,	04:09:30,	-34.4793641667,	147.7364485,	9589.3
14:41:32.77,	04:09:31,	-34.4793975,	147.736858167,	9595.4
14:41:33.77,	04:09:32,	-34.4794528333,	147.737252833,	9601.3
14:41:34.77,	04:09:33,	-34.4795268333,	147.737652333,	9607.4
14:41:35.77,	04:09:34,	-34.4795955,	147.738066167,	9613.6
14:41:36.76,	04:09:35,	-34.4796396667,	147.738485833,	9619.0
14:41:37.77,	04:09:36,	-34.4796676667,	147.738900833,	9625.3
14:41:38.76,	04:09:37,	-34.4797055,	147.739308333,	9630.9
14:41:39.77,	04:09:38,	-34.4797591667,	147.739727,	9635.7
14:41:40.77,	04:09:39,	-34.4798173333,	147.740142833,	9640.2
14:41:41.77,	04:09:40,	-34.4798601667,	147.740552667,	9644.9
14:41:42.77,	04:09:41,	-34.4798796667,	147.740947167,	9650.5
14:41:43.77,	04:09:42,	-34.4799023333,	147.741331,	9656.6
14:41:44.76,	04:09:43,	-34.479947,	147.741719667,	9663.0
14:41:45.77,	04:09:44,	-34.4800008333,	147.742128667,	9669.8
14:41:46.76,	04:09:45,	-34.4800506667,	147.742548833,	9676.1
14:41:47.76,	04:09:46,	-34.4800865,	147.742968167,	9680.7
14:41:48.76,	04:09:47,	-34.4801295,	147.743383333,	9685.3
14:41:49.77,	04:09:48,	-34.4801853333,	147.743788667,	9690.0
14:41:50.77,	04:09:49,	-34.4802478333,	147.744187667,	9694.5
14:41:51.76,	04:09:50,	-34.4803096667,	147.744584167,	9698.6
14:41:52.77,	04:09:51,	-34.4803653333,	147.744984833,	9704.5
14:41:53.76,	04:09:52,	-34.480421,	147.7453775,	9713.9
14:41:54.76,	04:09:53,	-34.4804981667,	147.745745667,	9721.8
14:41:55.76,	04:09:54,	-34.480586,	147.746091667,	9730.0
14:41:56.76,	04:09:55,	-34.4806778333,	147.7464165,	9735.9
14:41:57.77,	04:09:56,	-34.4807541667,	147.746721833,	9741.3
14:41:58.77,	04:09:57,	-34.4808103333,	147.747024,	9746.1
14:41:59.76,	04:09:58,	-34.4808615,	147.7473375,	9751.4
14:42:00.77,	04:09:59,	-34.480931,	147.747663,	9756.6
14:42:01.76,	04:10:00,	-34.4810256667,	147.747988,	9761.6
14:42:02.76,	04:10:01,	-34.481131,	147.748300667,	9768.2
14:42:03.77,	04:10:02,	-34.481218,	147.748606333,	9774.8
14:42:04.77,	04:10:03,	-34.48129,	147.748909167,	9779.8
14:42:05.77,	04:10:04,	-34.4813675,	147.749207667,	9783.4
14:42:06.76,	04:10:05,	-34.4814571667,	147.749514833,	9788.5
14:42:07.76,	04:10:06,	-34.4815515,	147.7498375,	9794.5
14:42:08.77,	04:10:07,	-34.481629,	147.750172167,	9802.6
14:42:09.76,	04:10:08,	-34.4816916667,	147.750519333,	9811.1
14:42:10.77,	04:10:09,	-34.4817563333,	147.750885167,	9817.4
14:42:11.77,	04:10:10,	-34.4818135,	147.7512815,	9822.2
14:42:12.76,	04:10:11,	-34.4818486667,	147.751684333,	9827.9
14:42:13.76,	04:10:12,	-34.4818713333,	147.752059167,	9833.1
14:42:14.76,	04:10:13,	-34.4819006667,	147.752411167,	9838.5
14:42:15.76,	04:10:14,	-34.481952,	147.752780333,	9844.0
14:42:16.76,	04:10:15,	-34.4820156667,	147.753189333,	9850.8
14:42:17.76,	04:10:16,	-34.4820846667,	147.753607,	9858.3
14:42:18.76,	04:10:17,	-34.4821446667,	147.754011833,	9863.6
14:42:19.77,	04:10:18,	-34.4822091667,	147.754401333,	9867.8
14:42:20.76,	04:10:19,	-34.4822888333,	147.754782833,	9871.8
14:42:21.77,	04:10:20,	-34.4823735,	147.755166,	9876.4
14:42:22.76,	04:10:21,	-34.4824553333,	147.755539,	9881.6
14:42:23.76,	04:10:22,	-34.4825331667,	147.7559035,	9887.0
14:42:24.76,	04:10:23,	-34.4826173333,	147.756265833,	9893.0
14:42:25.76,	04:10:24,	-34.4827133333,	147.756632333,	9898.9
14:42:26.77,	04:10:25,	-34.4828116667,	147.757003167,	9902.9
14:42:27.77,	04:10:26,	-34.4829146667,	147.757372167,	9907.0
14:42:28.76,	04:10:27,	-34.4830088333,	147.757730833,	9911.4
14:42:29.77,	04:10:28,	-34.483099,	147.758078167,	9916.5
14:42:30.77,	04:10:29,	-34.4831888333,	147.758424667,	9922.0
14:42:31.77,	04:10:30,	-34.4832848333,	147.758765167,	9927.9
14:42:32.77,	04:10:31,	-34.4833788333,	147.7590985,	9933.4
14:42:33.76,	04:10:32,	-34.4834681667,	147.759410667,	9938.0
14:42:34.77,	04:10:33,	-34.483553,	147.759711,	9942.3
14:42:35.77,	04:10:34,	-34.4836376667,	147.760016833,	9948.2
14:42:36.77,	04:10:35,	-34.4837245,	147.760337833,	9954.6
14:42:37.77,	04:10:36,	-34.4838105,	147.760658,	9961.4
14:42:38.76,	04:10:37,	-34.4839045,	147.760969,	9968.4
14:42:39.77,	04:10:38,	-34.4839991667,	147.761261833,	9976.1
14:42:40.77,	04:10:39,	-34.4840846667,	147.761542833,	9984.4
14:42:41.77,	04:10:40,	-34.4841411667,	147.761827,	9991.8
14:42:42.77,	04:10:41,	-34.4841578333,	147.762122167,	9999.1
14:42:43.76,	04:10:42,	-34.48415,	147.762433833,	10009.0
14:42:44.76,	04:10:43,	-34.4841738333,	147.762755833,	10018.2
14:42:45.76,	04:10:44,	-34.4842388333,	147.763090167,	10026.3
14:42:46.76,	04:10:45,	-34.4843245,	147.763448,	10035.5
14:42:47.77,	04:10:46,	-34.4844016667,	147.763832667,	10042.4
14:42:48.77,	04:10:47,	-34.4844535,	147.7642455,	10049.4
14:42:49.77,	04:10:48,	-34.4845033333,	147.764648333,	10057.8
14:42:50.77,	04:10:49,	-34.4845795,	147.765010833,	10064.6
14:42:51.77,	04:10:50,	-34.4846836667,	147.765350833,	10072.2
14:42:52.76,	04:10:51,	-34.484793,	147.765700333,	10078.6
14:42:53.77,	04:10:52,	-34.4848971667,	147.766049333,	10085.1
14:42:54.77,	04:10:53,	-34.4849913333,	147.766374667,	10090.3
14:42:55.77,	04:10:54,	-34.485083,	147.766672833,	10094.7
14:42:56.77,	04:10:55,	-34.4851783333,	147.766970167,	10099.7
14:42:57.77,	04:10:56,	-34.4852815,	147.767298,	10103.4
14:42:58.76,	04:10:57,	-34.48538,	147.767656167,	10108.5
14:42:59.76,	04:10:58,	-34.4854755,	147.768008833,	10113.8
14:43:00.76,	04:10:59,	-34.4855721667,	147.7683365,	10118.8
14:43:01.76,	04:11:00,	-34.4856765,	147.768661667,	10124.0
14:43:02.76,	04:11:01,	-34.4857841667,	147.769016833,	10128.8
14:43:03.76,	04:11:02,	-34.4858841667,	147.769407167,	10134.4
14:43:04.76,	04:11:03,	-34.4859693333,	147.769803833,	10140.9
14:43:05.76,	04:11:04,	-34.4860653333,	147.770171167,	10146.2
14:43:06.76,	04:11:05,	-34.4861781667,	147.7705215,	10151.2
14:43:07.76,	04:11:06,	-34.4862898333,	147.770887667,	10156.0
14:43:08.76,	04:11:07,	-34.4863851667,	147.771283,	10160.8
14:43:09.76,	04:11:08,	-34.4864583333,	147.7716885,	10168.0
14:43:10.77,	04:11:09,	-34.4865403333,	147.772073333,	10174.5
14:43:11.76,	04:11:10,	-34.4866483333,	147.772446667,	10179.9
14:43:12.76,	04:11:11,	-34.4867673333,	147.772838333,	10185.7
14:43:13.76,	04:11:12,	-34.4868625,	147.773256667,	10190.5
14:43:14.76,	04:11:13,	-34.486934,	147.773678167,	10195.1
14:43:15.76,	04:11:14,	-34.4870025,	147.774086833,	10200.4
14:43:16.76,	04:11:15,	-34.487089,	147.774480667,	10206.0
14:43:17.76,	04:11:16,	-34.4871811667,	147.774889167,	10211.0
14:43:18.76,	04:11:17,	-34.4872541667,	147.7753145,	10215.3
14:43:19.77,	04:11:18,	-34.487298,	147.775735333,	10219.7
14:43:20.76,	04:11:19,	-34.4873371667,	147.776145667,	10227.2
14:43:21.76,	04:11:20,	-34.487388,	147.776554167,	10233.7
14:43:22.77,	04:11:21,	-34.4874683333,	147.776975833,	10240.4
14:43:23.76,	04:11:22,	-34.4875388333,	147.777416833,	10245.6
14:43:24.76,	04:11:23,	-34.4875891667,	147.7778555,	10250.1
14:43:25.77,	04:11:24,	-34.4876151667,	147.7782695,	10255.8
14:43:26.77,	04:11:25,	-34.487646,	147.778669333,	10260.3
14:43:27.77,	04:11:26,	-34.4876851667,	147.779064,	10264.7
14:43:28.77,	04:11:27,	-34.4877235,	147.779458833,	10270.1
14:43:29.77,	04:11:28,	-34.4877518333,	147.779862,	10275.5
14:43:30.77,	04:11:29,	-34.4877786667,	147.780274667,	10281.1
14:43:31.77,	04:11:30,	-34.4878125,	147.78069,	10286.7
14:43:32.78,	04:11:31,	-34.4878516667,	147.781103667,	10291.6
14:43:33.77,	04:11:32,	-34.4878816667,	147.78151,	10296.2
14:43:34.77,	04:11:33,	-34.4879063333,	147.781909,	10300.9
14:43:35.77,	04:11:34,	-34.4879383333,	147.782311333,	10306.7
14:43:36.77,	04:11:35,	-34.4879881667,	147.782728,	10312.5
14:43:37.77,	04:11:36,	-34.4880468333,	147.783157,	10319.3
14:43:38.77,	04:11:37,	-34.488089,	147.783583833,	10326.6
14:43:39.77,	04:11:38,	-34.4881026667,	147.783993167,	10333.0
14:43:40.77,	04:11:39,	-34.4880996667,	147.784393167,	10338.6
14:43:41.77,	04:11:40,	-34.4880988333,	147.784793333,	10344.7
14:43:42.77,	04:11:41,	-34.48811,	147.7851975,	10350.3
14:43:43.77,	04:11:42,	-34.4881268333,	147.785610667,	10355.3
14:43:44.77,	04:11:43,	-34.4881398333,	147.786019833,	10359.7
14:43:45.77,	04:11:44,	-34.4881466667,	147.7864185,	10364.6
14:43:46.77,	04:11:45,	-34.4881583333,	147.786805667,	10369.8
14:43:47.77,	04:11:46,	-34.4881741667,	147.7871865,	10375.5
14:43:48.77,	04:11:47,	-34.4881841667,	147.787554833,	10382.2
14:43:49.77,	04:11:48,	-34.4881933333,	147.7879005,	10389.9
14:43:50.77,	04:11:49,	-34.4882151667,	147.7882375,	10399.0
14:43:51.77,	04:11:50,	-34.48826,	147.788583,	10408.2
14:43:52.77,	04:11:51,	-34.4883258333,	147.788950167,	10417.1
14:43:53.77,	04:11:52,	-34.4883976667,	147.789349833,	10424.4
14:43:54.77,	04:11:53,	-34.4884578333,	147.789789833,	10430.5
14:43:55.77,	04:11:54,	-34.4885026667,	147.790258333,	10436.0
14:43:56.77,	04:11:55,	-34.4885433333,	147.790716667,	10441.3
14:43:57.77,	04:11:56,	-34.4885883333,	147.791151333,	10445.2
14:43:58.77,	04:11:57,	-34.4886431667,	147.791570833,	10449.4
14:43:59.77,	04:11:58,	-34.4886995,	147.791996333,	10454.4
14:44:00.77,	04:11:59,	-34.4887476667,	147.792434333,	10460.4
14:44:01.77,	04:12:00,	-34.4887836667,	147.792875667,	10468.6
14:44:02.77,	04:12:01,	-34.4888198333,	147.793298333,	10477.6
14:44:03.77,	04:12:02,	-34.4888528333,	147.793696833,	10486.8
14:44:04.77,	04:12:03,	-34.4888748333,	147.7940745,	10495.2
14:44:05.77,	04:12:04,	-34.48888,	147.7944275,	10502.0
14:44:06.77,	04:12:05,	-34.488887,	147.794757667,	10508.8
14:44:07.77,	04:12:06,	-34.48891,	147.795085333,	10515.0
14:44:08.77,	04:12:07,	-34.4889501667,	147.795424,	10520.4
14:44:09.77,	04:12:08,	-34.4889963333,	147.7957655,	10525.1
14:44:10.77,	04:12:09,	-34.489039,	147.796104833,	10529.3
14:44:11.77,	04:12:10,	-34.4890811667,	147.796443,	10534.0
14:44:12.76,	04:12:11,	-34.4891358333,	147.796797,	10539.8
14:44:13.77,	04:12:12,	-34.4891993333,	147.797173167,	10545.9
14:44:14.77,	04:12:13,	-34.4892476667,	147.797569333,	10551.7
14:44:15.77,	04:12:14,	-34.4892626667,	147.797972167,	10556.9
14:44:16.77,	04:12:15,	-34.489258,	147.798371833,	10563.8
14:44:17.77,	04:12:16,	-34.4892688333,	147.798779333,	10569.5
14:44:18.77,	04:12:17,	-34.4893053333,	147.799197833,	10573.6
14:44:19.77,	04:12:18,	-34.4893443333,	147.799626667,	10577.9
14:44:20.77,	04:12:19,	-34.4893676667,	147.8000545,	10583.2
14:44:21.77,	04:12:20,	-34.4893921667,	147.800467167,	10589.8
14:44:22.77,	04:12:21,	-34.4894363333,	147.800870833,	10596.9
14:44:23.77,	04:12:22,	-34.4894961667,	147.801282667,	10605.1
14:44:24.77,	04:12:23,	-34.4895435,	147.801709,	10612.2
14:44:25.77,	04:12:24,	-34.4895521667,	147.802106333,	10617.9
14:44:26.77,	04:12:25,	-34.4895515,	147.802456167,	10624.1
14:44:27.77,	04:12:26,	-34.4895798333,	147.802772833,	10632.0
14:44:28.77,	04:12:27,	-34.4896483333,	147.803095,	10638.7
14:44:29.77,	04:12:28,	-34.4897361667,	147.803437167,	10646.7
14:44:30.77,	04:12:29,	-34.4898165,	147.803780833,	10655.0
14:44:31.77,	04:12:30,	-34.4898923333,	147.804108333,	10663.3
14:44:32.77,	04:12:31,	-34.4899931667,	147.804430167,	10671.5
14:44:33.77,	04:12:32,	-34.4901311667,	147.804780333,	10678.0
14:44:34.77,	04:12:33,	-34.4902835,	147.805178667,	10684.7
14:44:35.77,	04:12:34,	-34.4904196667,	147.805607,	10690.9
14:44:36.77,	04:12:35,	-34.4905278333,	147.806044833,	10696.4
14:44:37.77,	04:12:36,	-34.4906163333,	147.806471333,	10704.6
14:44:38.77,	04:12:37,	-34.4907193333,	147.806901,	10711.3
14:44:39.77,	04:12:38,	-34.4908383333,	147.807348,	10717.2
14:44:40.77,	04:12:39,	-34.4909526667,	147.807813,	10724.0
14:44:41.77,	04:12:40,	-34.4910408333,	147.808277667,	10729.9
14:44:42.77,	04:12:41,	-34.491102,	147.8087275,	10735.9
14:44:43.77,	04:12:42,	-34.4911526667,	147.809170833,	10742.4
14:44:44.77,	04:12:43,	-34.4912125,	147.809621333,	10748.4
14:44:45.77,	04:12:44,	-34.4912735,	147.8100775,	10753.3
14:44:46.77,	04:12:45,	-34.4913246667,	147.810531333,	10757.9
14:44:47.77,	04:12:46,	-34.4913731667,	147.810973333,	10762.7
14:44:48.77,	04:12:47,	-34.491429,	147.811415167,	10767.7
14:44:49.78,	04:12:48,	-34.4915028333,	147.811870333,	10772.4
14:44:50.77,	04:12:49,	-34.4915915,	147.812332333,	10778.6
14:44:51.77,	04:12:50,	-34.4916706667,	147.812782667,	10785.1
14:44:52.77,	04:12:51,	-34.4917215,	147.8132095,	10789.9
14:44:53.77,	04:12:52,	-34.4917501667,	147.813623833,	10795.8
14:44:54.77,	04:12:53,	-34.4917896667,	147.814036833,	10801.4
14:44:55.77,	04:12:54,	-34.4918511667,	147.814448333,	10806.8
14:44:56.77,	04:12:55,	-34.4919215,	147.814848,	10812.4
14:44:57.77,	04:12:56,	-34.491979,	147.815243,	10817.1
14:44:58.77,	04:12:57,	-34.4920188333,	147.815647833,	10821.6
14:44:59.77,	04:12:58,	-34.492064,	147.816061,	10827.0
14:45:00.77,	04:12:59,	-34.4921348333,	147.816474667,	10832.5
14:45:01.77,	04:13:00,	-34.492245,	147.816883,	10838.9
14:45:02.77,	04:13:01,	-34.4923635,	147.817288,	10846.4
14:45:03.77,	04:13:02,	-34.4924556667,	147.817693167,	10853.6
14:45:04.77,	04:13:03,	-34.4925376667,	147.818105667,	10860.4
14:45:05.77,	04:13:04,	-34.4926438333,	147.818535167,	10865.0
14:45:06.77,	04:13:05,	-34.4927806667,	147.818987833,	10869.5
14:45:07.77,	04:13:06,	-34.4929141667,	147.819457833,	10876.0
14:45:08.77,	04:13:07,	-34.493013,	147.819930167,	10881.5
14:45:09.77,	04:13:08,	-34.4930863333,	147.820402333,	10888.7
14:45:10.77,	04:13:09,	-34.4931696667,	147.820890333,	10895.0
14:45:11.77,	04:13:10,	-34.4932798333,	147.821403333,	10900.7
14:45:12.77,	04:13:11,	-34.4933871667,	147.82193,	10906.5
14:45:13.77,	04:13:12,	-34.4934663333,	147.822445333,	10912.5
14:45:14.77,	04:13:13,	-34.493517,	147.822939667,	10916.0
14:45:15.77,	04:13:14,	-34.4935608333,	147.8234245,	10920.8
14:45:16.77,	04:13:15,	-34.493639,	147.823908,	10925.0
14:45:17.77,	04:13:16,	-34.4937518333,	147.824383667,	10932.4
14:45:18.77,	04:13:17,	-34.4938543333,	147.824848833,	10939.5
14:45:19.77,	04:13:18,	-34.493922,	147.825296,	10944.9
14:45:20.76,	04:13:19,	-34.4939761667,	147.825734,	10953.7
14:45:21.77,	04:13:20,	-34.4940676667,	147.826183,	10960.2
14:45:22.77,	04:13:21,	-34.4941958333,	147.826657667,	10965.5
14:45:23.77,	04:13:22,	-34.4943276667,	147.8271545,	10974.0
14:45:24.77,	04:13:23,	-34.4944321667,	147.827646167,	10979.2
14:45:25.77,	04:13:24,	-34.4945168333,	147.828112,	10984.5
14:45:26.77,	04:13:25,	-34.4946158333,	147.828575167,	10988.9
14:45:27.77,	04:13:26,	-34.4947323333,	147.829056667,	10994.7
14:45:28.77,	04:13:27,	-34.4948341667,	147.829558833,	11000.9
14:45:29.77,	04:13:28,	-34.4949151667,	147.830065167,	11006.4
14:45:30.77,	04:13:29,	-34.49499,	147.830562667,	11012.9
14:45:31.77,	04:13:30,	-34.495085,	147.831039667,	11017.8
14:45:32.77,	04:13:31,	-34.4951895,	147.831507833,	11023.2
14:45:33.77,	04:13:32,	-34.4952956667,	147.831981333,	11028.7
14:45:34.77,	04:13:33,	-34.49539,	147.8324675,	11033.1
14:45:35.77,	04:13:34,	-34.4954741667,	147.832958667,	11037.4
14:45:36.77,	04:13:35,	-34.4955526667,	147.833444667,	11043.6
14:45:37.77,	04:13:36,	-34.4956173333,	147.8339275,	11050.3
14:45:38.77,	04:13:37,	-34.4956568333,	147.834409667,	11057.4
14:45:39.77,	04:13:38,	-34.4956733333,	147.834897833,	11063.9
14:45:40.77,	04:13:39,	-34.4956815,	147.835395667,	11069.5
14:45:41.77,	04:13:40,	-34.4956931667,	147.835900667,	11074.1
14:45:42.77,	04:13:41,	-34.4957126667,	147.8363995,	11078.7
14:45:43.77,	04:13:42,	-34.4957436667,	147.836901,	11084.6
14:45:44.76,	04:13:43,	-34.4957886667,	147.837409167,	11090.4
14:45:45.77,	04:13:44,	-34.4958538333,	147.837916667,	11097.0
14:45:46.77,	04:13:45,	-34.4959306667,	147.838419,	11103.7
14:45:47.77,	04:13:46,	-34.4960053333,	147.838918333,	11110.0
14:45:48.77,	04:13:47,	-34.4960751667,	147.8394205,	11115.3
14:45:49.77,	04:13:48,	-34.4961413333,	147.839926333,	11120.7
14:45:50.77,	04:13:49,	-34.4962111667,	147.840422333,	11126.8
14:45:51.77,	04:13:50,	-34.49629,	147.840900833,	11132.6
14:45:52.77,	04:13:51,	-34.4963721667,	147.841376667,	11137.9
14:45:53.76,	04:13:52,	-34.4964485,	147.8418645,	11142.2
14:45:54.77,	04:13:53,	-34.496513,	147.842359167,	11147.0
14:45:55.77,	04:13:54,	-34.4965761667,	147.842846833,	11151.8
14:45:56.77,	04:13:55,	-34.4966466667,	147.8433135,	11156.3
14:45:57.77,	04:13:56,	-34.4967271667,	147.8437695,	11161.4
14:45:58.77,	04:13:57,	-34.4968036667,	147.844238,	11167.6
14:45:59.77,	04:13:58,	-34.4968673333,	147.844728167,	11173.3
14:46:00.77,	04:13:59,	-34.496922,	147.8452225,	11179.0
14:46:01.77,	04:14:00,	-34.4969833333,	147.845705333,	11183.7
14:46:02.77,	04:14:01,	-34.4970555,	147.846169167,	11188.4
14:46:03.77,	04:14:02,	-34.4971208333,	147.8466295,	11194.1
14:46:04.77,	04:14:03,	-34.4971633333,	147.847107833,	11198.9
14:46:05.77,	04:14:04,	-34.497186,	147.847598333,	11204.6
14:46:06.77,	04:14:05,	-34.4972178333,	147.848084667,	11210.5
14:46:07.77,	04:14:06,	-34.4972755,	147.848553333,	11216.1
14:46:08.77,	04:14:07,	-34.497347,	147.849014167,	11221.6
14:46:09.77,	04:14:08,	-34.497409,	147.849484333,	11226.7
14:46:10.77,	04:14:09,	-34.4974508333,	147.849965833,	11230.9
14:46:11.77,	04:14:10,	-34.4974793333,	147.850446833,	11235.4
14:46:12.77,	04:14:11,	-34.497523,	147.850912833,	11238.8
14:46:13.77,	04:14:12,	-34.4975831667,	147.8513555,	11243.2
14:46:14.77,	04:14:13,	-34.4976358333,	147.851786667,	11248.9
14:46:15.77,	04:14:14,	-34.4976643333,	147.8522245,	11253.5
14:46:16.77,	04:14:15,	-34.49766,	147.852654333,	11258.6
14:46:17.77,	04:14:16,	-34.4976471667,	147.853064167,	11264.2
14:46:18.77,	04:14:17,	-34.4976543333,	147.853448333,	11269.2
14:46:19.77,	04:14:18,	-34.4976758333,	147.853819333,	11274.2
14:46:20.77,	04:14:19,	-34.4976845,	147.854205667,	11280.7
14:46:21.77,	04:14:20,	-34.49767,	147.85463,	11288.2
14:46:22.77,	04:14:21,	-34.4976565,	147.855074333,	11298.5
14:46:23.77,	04:14:22,	-34.4976725,	147.855502167,	11307.4
14:46:24.77,	04:14:23,	-34.4977303333,	147.855895833,	11315.8
14:46:25.77,	04:14:24,	-34.497805,	147.856271333,	11322.9
14:46:26.77,	04:14:25,	-34.4978738333,	147.8566535,	11329.3
14:46:27.77,	04:14:26,	-34.4979325,	147.857045833,	11333.9
14:46:28.77,	04:14:27,	-34.497978,	147.8574275,	11338.3
14:46:29.77,	04:14:28,	-34.4980078333,	147.857783167,	11343.3
14:46:30.77,	04:14:29,	-34.4980263333,	147.858135,	11350.2
14:46:31.77,	04:14:30,	-34.4980491667,	147.858511167,	11357.3
14:46:32.77,	04:14:31,	-34.4980795,	147.8589195,	11364.7
14:46:33.77,	04:14:32,	-34.498101,	147.859338,	11373.7
14:46:34.77,	04:14:33,	-34.4980968333,	147.859751833,	11380.7
14:46:35.77,	04:14:34,	-34.4980643333,	147.860175,	11386.0
14:46:36.77,	04:14:35,	-34.49803,	147.860619833,	11391.0
14:46:37.77,	04:14:36,	-34.498029,	147.861076333,	11394.6
14:46:38.77,	04:14:37,	-34.4980565,	147.861513,	11399.9
14:46:39.77,	04:14:38,	-34.4980846667,	147.8619205,	11406.1
14:46:40.77,	04:14:39,	-34.498087,	147.862306667,	11412.4
14:46:41.77,	04:14:40,	-34.4980658333,	147.862681,	11418.2
14:46:42.77,	04:14:41,	-34.498049,	147.8630435,	11423.9
14:46:43.77,	04:14:42,	-34.4980556667,	147.8633975,	11429.3
14:46:44.77,	04:14:43,	-34.4980776667,	147.863757667,	11434.8
14:46:45.77,	04:14:44,	-34.4980906667,	147.864137167,	11439.5
14:46:46.77,	04:14:45,	-34.4980885,	147.864519167,	11444.4
14:46:47.77,	04:14:46,	-34.4980931667,	147.8648795,	11449.4
14:46:48.77,	04:14:47,	-34.498144,	147.865221333,	11454.5
14:46:49.77,	04:14:48,	-34.4982221667,	147.865586833,	11460.8
14:46:50.77,	04:14:49,	-34.4982718333,	147.865991667,	11467.1
14:46:51.77,	04:14:50,	-34.4982661667,	147.866392667,	11475.8
14:46:52.77,	04:14:51,	-34.498256,	147.866747,	11483.9
14:46:53.77,	04:14:52,	-34.4983003333,	147.867077333,	11490.2
14:46:54.77,	04:14:53,	-34.4983843333,	147.867429667,	11500.4
14:46:55.77,	04:14:54,	-34.4984441667,	147.867815,	11510.3
14:46:56.77,	04:14:55,	-34.4984513333,	147.8681965,	11518.1
14:46:57.77,	04:14:56,	-34.4984481667,	147.868548667,	11529.4
14:46:58.77,	04:14:57,	-34.4984885,	147.868891333,	11536.4
14:46:59.77,	04:14:58,	-34.4985745,	147.869228,	11541.3
14:47:00.77,	04:14:59,	-34.4986675,	147.8695565,	11548.2
14:47:01.77,	04:15:00,	-34.4987178333,	147.86988,	11555.0
14:47:02.77,	04:15:01,	-34.4987131667,	147.870225,	11561.2
14:47:03.77,	04:15:02,	-34.4987198333,	147.870593333,	11570.5
14:47:04.77,	04:15:03,	-34.4987911667,	147.870968333,	11574.9
14:47:05.77,	04:15:04,	-34.4988958333,	147.871347667,	11585.3
14:47:06.77,	04:15:05,	-34.498967,	147.8717465,	11594.1
14:47:07.77,	04:15:06,	-34.4989771667,	147.8721655,	11598.8
14:47:08.77,	04:15:07,	-34.498966,	147.872608167,	11610.4
14:47:09.77,	04:15:08,	-34.4990101667,	147.873033333,	11619.8
14:47:10.77,	04:15:09,	-34.4991006667,	147.873419667,	11626.2
14:47:11.77,	04:15:10,	-34.4992056667,	147.873772167,	11636.1
14:47:12.77,	04:15:11,	-34.4992675,	147.874141667,	11644.6
14:47:13.77,	04:15:12,	-34.4992731667,	147.874540333,	11653.2
14:47:14.77,	04:15:13,	-34.4992763333,	147.874927167,	11662.8
14:47:15.77,	04:15:14,	-34.4993025,	147.875270167,	11670.0
14:47:16.77,	04:15:15,	-34.4993715,	147.875566333,	11678.0
14:47:17.77,	04:15:16,	-34.4994241667,	147.875889667,	11691.9
14:47:18.76,	04:15:17,	-34.499449,	147.876266667,	11703.4
14:47:19.76,	04:15:18,	-34.499423,	147.876677167,	11710.4
14:47:20.77,	04:15:19,	-34.4993803333,	147.877050833,	11717.4
14:47:21.77,	04:15:20,	-34.4993833333,	147.877378333,	11718.6
14:47:22.77,	04:15:21,	-34.4994295,	147.877692,	11726.2
14:47:23.77,	04:15:22,	-34.4994761667,	147.878063,	11732.8
14:47:24.77,	04:15:23,	-34.4994808333,	147.878476833,	11735.2
14:47:25.77,	04:15:24,	-34.4994463333,	147.878859667,	11748.0
14:47:26.77,	04:15:25,	-34.4994516667,	147.8791955,	11755.6
14:47:27.77,	04:15:26,	-34.499504,	147.879505167,	11761.5
14:47:28.77,	04:15:27,	-34.4995618333,	147.879823333,	11768.9
14:47:29.77,	04:15:28,	-34.4995886667,	147.880149167,	11773.2
14:47:30.78,	04:15:29,	-34.4995885,	147.8804685,	11779.1
14:47:31.77,	04:15:30,	-34.499614,	147.880781333,	11785.1
14:47:32.77,	04:15:31,	-34.4996925,	147.881102833,	11789.2
14:47:33.77,	04:15:32,	-34.4997875,	147.881446667,	11797.1
14:47:34.77,	04:15:33,	-34.4998548333,	147.881816667,	11802.0
14:47:35.77,	04:15:34,	-34.4998653333,	147.882177,	11806.4
14:47:36.77,	04:15:35,	-34.4998636667,	147.882513167,	11816.9
14:47:37.77,	04:15:36,	-34.4999143333,	147.882853833,	11825.6
14:47:38.77,	04:15:37,	-34.5000145,	147.883200167,	11834.9
14:47:39.77,	04:15:38,	-34.5001055,	147.883534333,	11844.1
14:47:40.77,	04:15:39,	-34.5001563333,	147.883845833,	11848.1
14:47:41.77,	04:15:40,	-34.500165,	147.884138,	11851.8
14:47:42.77,	04:15:41,	-34.5001866667,	147.88443,	11858.3
